month,season,time,species,dw.export,fw.export,fw.export.avg,C.export
May-16,Spring,3,o,0.0041635,0.035347447,0.035169054,0.001168754
May-16,Spring,3,o,0.054424143,0.448702104,0.459720333,0.015277637
May-16,Spring,3,o,0.209983429,1.816847768,1.773728471,0.058945358
May-16,Spring,3,o,0.402433662,3.45295905,3.399354165,0.112968897
Jun-16,Summer,4,h,0,0,0,0
Jun-16,Summer,4,h,0.010916451,0.077939742,0.077369273,0.003022643
Jun-16,Summer,4,h,0.00653844,0.0430228,0.046340551,0.001810421
Jun-16,Summer,4,h,0.185323091,1.349142127,1.313459188,0.051313888
Jun-16,Summer,4,o,0.395910145,3.006384375,3.365452921,0.111137652
Jun-16,Summer,4,o,0.429377324,3.324818468,3.649942259,0.120532369
Jun-16,Summer,4,o,0.294919934,2.524065444,2.506980853,0.082788253
Jun-16,Summer,4,d,0.796187279,5.670191436,5.231137117,0.224445497
Jun-16,Summer,4,d,0.194956328,1.258720874,1.280908789,0.054958263
Jun-16,Summer,4,d,0.400994175,2.903920939,2.634625757,0.11304041
Jun-16,Summer,4,d,0.089458072,0.495723074,0.58776051,0.025218264
Jun-16,Summer,4,d,0.461662836,3.063982071,3.033233086,0.130142929
Jun-16,Summer,4,o,1.351554893,12.0859085,11.48895632,0.379400831
Jun-16,Summer,4,o,1.762598175,15.97984256,14.98304919,0.494786572
Jun-16,Summer,4,o,0.421464283,3.968788675,3.58267708,0.118311065
Jun-16,Summer,4,o,0.169153595,1.483404793,1.437898138,0.047483839
Jun-16,Summer,4,o,0.477146292,3.940618697,4.056004632,0.133941803
Jun-16,Summer,4,h,0.017662273,0.128288067,0.125179623,0.004890486
Jun-16,Summer,4,h,0.028683719,0.203293038,0.203293038,0.007942201
Jun-16,Summer,4,h,0.344204633,2.5585446,2.439516496,0.095306408
Jun-16,Summer,4,h,0.122258633,0.849591576,0.866496042,0.033852046
Jun-16,Summer,4,d,0.14100319,0.92031931,0.926424021,0.039748853
Jun-16,Summer,4,d,0.405127454,3.007199547,2.661782369,0.114205583
Jun-16,Summer,4,d,0.022443663,0.157928027,0.147460129,0.006326877
Jun-16,Summer,4,d,0.15475925,0.97749205,1.016804561,0.043626691
Jun-16,Summer,4,d,0.15423863,0.911966502,1.013383966,0.043833141
Jun-16,Summer,4,h,0.068755215,0.526430133,0.487295827,0.019037549
Jul-16,Summer,5,o,0.362328633,2.821874089,2.995677778,0.101039385
Jul-16,Summer,5,o,2.072723556,18.23996723,17.13696167,0.578002109
Jul-16,Summer,5,o,1.519146767,12.65955639,12.56007336,0.42363104
Jul-16,Summer,5,o,2.644280367,22.7374427,21.86250606,0.737387108
Jul-16,Summer,5,o,2.052675933,16.7946213,16.97121099,0.572411606
Jul-16,Summer,5,h,0,0,0,0
Jul-16,Summer,5,h,0.012333,0.083742593,0.081857012,0.003807262
Jul-16,Summer,5,h,0.018771778,0.134797342,0.124592691,0.005794947
Jul-16,Summer,5,o,1.082339,8.640521421,8.948613484,0.301822316
Jul-16,Summer,5,o,0.565845033,5.263674726,4.678320279,0.157792206
Jul-16,Summer,5,o,0.011532619,0.085881206,0.095349932,0.003216
Jul-16,Summer,5,h,0.016491667,0.098845954,0.10945906,0.005091065
Jul-16,Summer,5,h,0.023922857,0.165938892,0.15878161,0.007385113
Jul-16,Summer,5,h,0.07159881,0.504555372,0.475218085,0.022102932
Jul-16,Summer,5,d,0.155753619,1.11252585,1.201684167,0.045719055
Jul-16,Summer,5,d,0.219501,1.752318906,1.693513628,0.064431109
Jul-16,Summer,5,d,0.061531238,0.488989972,0.474731277,0.018061539
Jul-16,Summer,5,d,0.387416429,2.499460832,2.989029673,0.113720075
Jul-16,Summer,5,d,0.235728571,1.776037175,1.818714027,0.06919446
Jul-16,Summer,5,d,0.32769,2.99260274,2.528223019,0.096188309
Jul-16,Summer,5,d,0.162280952,1.256368657,1.252044427,0.047635053
Jul-16,Summer,5,d,0.245780571,2.058260934,1.896268111,0.072145069
Aug-16,Summer,6,o,0.348055556,2.743222223,2.610919625,0.099917202
Aug-16,Summer,6,h,0,0,0,0
Aug-16,Summer,6,o,0,0,0,0
Aug-16,Summer,6,o,0,0,0,0
Aug-16,Summer,6,h,0.027255556,0.164211113,0.174685141,0.009026231
Aug-16,Summer,6,h,0.04565,0.319835186,0.292578023,0.015117924
Aug-16,Summer,6,h,0.227066667,1.339096301,1.455305948,0.075197736
Aug-16,Summer,6,h,0,0,0,0
Aug-16,Summer,6,h,0,0,0,0
Aug-16,Summer,6,h,0,0,0,0
Aug-16,Summer,6,h,0.03822963,0.181233335,0.245019706,0.012660518
Aug-16,Summer,6,d,0.130993329,1.061438844,0.985323933,0.039102552
Aug-16,Summer,6,d,0.399370418,2.908541127,3.004040238,0.119215251
Aug-16,Summer,6,d,0.477015354,3.958588801,3.588080771,0.142392883
Aug-16,Summer,6,d,0.457355818,3.294990117,3.440202925,0.136524355
Aug-16,Summer,6,d,0.174121325,1.2681289,1.309730123,0.051976603
Aug-16,Summer,6,d,0.117582021,0.904488085,0.884444882,0.03509917
Aug-16,Summer,6,d,0.311509185,2.340753574,2.343153333,0.092987973
Aug-16,Summer,6,d,0.123126897,0.899881722,0.926153106,0.03675436
Aug-16,Summer,6,d,0.407309653,2.776663716,3.063758685,0.121585176
Aug-16,Summer,6,d,0.320676248,2.554820335,2.412107429,0.095724415
Aug-16,Summer,6,h,0,0,0,0
Aug-16,Summer,6,h,0,0,0,0
Aug-16,Summer,6,h,0,0,0,0
Sept-16,Autumn,7,o,0.568113655,4.43073325,4.144887193,0.163089845
Sept-16,Autumn,7,o,0.68913219,4.540862433,5.027823505,0.197830947
Sept-16,Autumn,7,o,0.585307513,4.536214367,4.270331461,0.16802573
Sept-16,Autumn,7,h,0.178379062,1.135301506,1.075889123,0.059073847
Sept-16,Autumn,7,h,0.098291927,0.652055905,0.592845449,0.032551367
Sept-16,Autumn,7,h,0.082945578,0.492445536,0.500284306,0.027469112
Sept-16,Autumn,7,h,0.944538821,5.826972346,5.696963716,0.312803205
Sept-16,Autumn,7,h,0.701865179,4.070818041,4.233283344,0.232436902
Sept-16,Autumn,7,d,0.272182274,1.91841654,1.833643072,0.081248577
Sept-16,Autumn,7,d,0.232079563,1.561778318,1.563478314,0.069277598
Sept-16,Autumn,7,d,0.470438174,3.353614716,3.169257447,0.140429543
Sept-16,Autumn,7,d,0.338631262,2.109028054,2.281297964,0.101084129
Sept-16,Autumn,7,o,1.700417641,12.66940697,12.40603749,0.488143257
Sept-16,Autumn,7,o,0.805581541,6.188551454,5.877423615,0.231260361
Sept-16,Autumn,7,o,0.55183373,3.79192289,4.026110867,0.158416325
Sept-16,Autumn,7,o,0.979327204,7.132320149,7.145050554,0.281137974
Sept-16,Autumn,7,o,0.798172027,5.690180344,5.823364714,0.229133292
Sept-16,Autumn,7,h,1.249530063,6.710032912,7.536511229,0.413807246
Sept-16,Autumn,7,h,0.258411274,1.400523581,1.55860153,0.085578139
Sept-16,Autumn,7,h,0.446592496,3.083417114,2.693612151,0.147898171
Sept-16,Autumn,7,d,0.481914342,3.02283314,3.246570328,0.14385527
Sept-16,Autumn,7,d,0.416236814,2.975578438,2.804112624,0.124250005
Oct-16,Autumn,8,h,0.061542857,0.278957143,0.296092473,0.02084123
Oct-16,Autumn,8,h,0.080935714,0.363621427,0.389394593,0.02740854
Oct-16,Autumn,8,h,0.019903571,0.098532141,0.095759246,0.006740261
Oct-16,Autumn,8,h,0.146078571,0.659818569,0.702807238,0.049468895
Oct-16,Autumn,8,h,0.09585,0.483685715,0.461149595,0.0324592
Oct-16,Autumn,8,d,0.342589317,2.132016453,2.114741563,0.099331626
Oct-16,Autumn,8,d,0.307155172,1.827603448,1.896013029,0.089057717
Oct-16,Autumn,8,d,0.335462069,1.999458619,2.070746357,0.097265125
Oct-16,Autumn,8,d,0.225448276,1.446344832,1.391651216,0.065367315
Oct-16,Autumn,8,d,0.254063793,1.624422413,1.5682896,0.073664205
Oct-16,Autumn,8,d,0.357957157,2.352709244,2.209604446,0.103787434
Oct-16,Autumn,8,d,0,0,0,0
Oct-16,Autumn,8,o,0.146909131,1.025093532,1.078292493,0.041575972
Oct-16,Autumn,8,o,0.274130234,1.978826967,2.012077612,0.07758014
Oct-16,Autumn,8,o,0.150979928,1.191311098,1.108171574,0.042728027
Oct-16,Autumn,8,o,0.281770255,1.986226658,2.068154298,0.079742302
Oct-16,Autumn,8,o,0.35238766,2.721647656,2.586476183,0.099727358
Oct-16,Autumn,8,h,0.278724138,1.347586209,1.340986158,0.094388759
Oct-16,Autumn,8,h,0.224905172,1.120362068,1.082054553,0.076163192
Oct-16,Autumn,8,h,0.176724138,0.980862071,0.850247935,0.059846887
Oct-16,Autumn,8,h,0.244744828,1.019917244,1.177506293,0.082881808
Oct-16,Autumn,8,h,0.157862069,0.848586209,0.759499521,0.053459327
Oct-16,Autumn,8,o,0.156957333,1.073491568,1.152044892,0.04441966
Oct-16,Autumn,8,o,0.185665484,1.321892045,1.362758708,0.052544201
Oct-16,Autumn,8,o,0.172525605,1.398600509,1.266313833,0.048825554
Nov-16,Autumn,9,o,0.129582044,1.002812404,0.988197244,0.036672325
Nov-16,Autumn,9,o,0.126797815,0.988792784,0.966964616,0.035884375
Nov-16,Autumn,9,o,0.211472017,1.675964444,1.612693071,0.059847571
Nov-16,Autumn,9,o,0.088419355,0.644298364,0.674289124,0.025023092
Nov-16,Autumn,9,o,0.175253688,1.311939972,1.336490814,0.049597614
Nov-16,Autumn,9,h,0.008008065,0.044935487,0.049256519,0.002711898
Nov-16,Autumn,9,h,0.009203226,0.053058066,0.056607792,0.003116634
Nov-16,Autumn,9,h,0.084387097,0.530825808,0.519053565,0.028577336
Nov-16,Autumn,9,h,0.045658065,0.27274839,0.280836553,0.015461912
Nov-16,Autumn,9,d,0.049967966,0.268496465,0.313049523,0.014487899
Nov-16,Autumn,9,d,0.217738086,1.375790302,1.364130052,0.063131794
Nov-16,Autumn,9,d,0.083000815,0.512476434,0.520000466,0.024065566
Nov-16,Autumn,9,d,0.042288346,0.281201174,0.264936671,0.012261241
Nov-16,Autumn,9,o,0.22131135,1.655506893,1.687728172,0.062632149
Nov-16,Autumn,9,o,0.181955725,1.478766756,1.387600785,0.051494322
Nov-16,Autumn,9,o,0.050510641,0.366390031,0.385195932,0.014294748
Nov-16,Autumn,9,h,0.197325,1.305524997,1.213719258,0.066823282
Nov-16,Autumn,9,h,0.058265625,0.39841875,0.358383941,0.019731409
Nov-16,Autumn,9,h,0.044225,0.271950001,0.272021965,0.014976611
Nov-16,Autumn,9,d,0.30118595,1.74185569,1.886931282,0.087326979
Nov-16,Autumn,9,d,0.190055243,1.195630843,1.190696921,0.055105327
Nov-16,Autumn,9,d,0.540213825,3.5550331,3.384441954,0.156631613
Nov-16,Autumn,9,d,0.118993138,0.919664661,0.745492525,0.034501315
Nov-16,Autumn,9,d,0.14988635,0.899540977,0.939038632,0.043458608
Dec-16,Winter,10,o,0.073125,0.590624999,0.583114346,0.020694717
Dec-16,Winter,10,o,0.042267857,0.338499998,0.337052906,0.011962001
Dec-16,Winter,10,o,0.050025,0.433673213,0.398910019,0.014157309
Dec-16,Winter,10,o,0.025544643,0.216232145,0.203698431,0.007229254
Dec-16,Winter,10,d,0.105326893,0.545874808,0.623473379,0.030538873
Dec-16,Winter,10,d,0.042731658,0.273459698,0.252946332,0.012389776
Dec-16,Winter,10,d,0.080850167,0.456271037,0.478585529,0.023441999
Dec-16,Winter,10,d,0.237625258,1.481484328,1.40660204,0.068897954
Dec-16,Winter,10,d,0.068122515,0.453634022,0.4032453,0.019751696
Dec-16,Winter,10,d,0.030275535,0.162914489,0.179213395,0.008778202
Dec-16,Winter,10,d,0.037910176,0.2233292,0.224405988,0.010991818
Dec-16,Winter,10,d,0.067775394,0.421362038,0.401190548,0.019651051
Dec-16,Winter,10,d,0.029728661,0.178008788,0.175976222,0.008619639
Dec-16,Winter,10,o,0.094928571,0.821571422,0.756980671,0.02686523
Dec-16,Winter,10,o,0.136973214,1.098944642,1.092253621,0.038764061
Dec-16,Winter,10,o,0.103210714,0.845139284,0.823024245,0.029209115
Dec-16,Winter,10,o,0,0,0,0
Dec-16,Winter,10,o,0.117148214,0.861626785,0.934164843,0.033153493
Dec-16,Winter,10,h,0.007475,0.053557143,0.050376131,0.002531377
Dec-16,Winter,10,h,0.007292857,0.047187499,0.049148618,0.002469695
Dec-16,Winter,10,h,0.010375,0.067417857,0.069920048,0.00351345
Dec-16,Winter,10,h,0.026571429,0.193471432,0.179072346,0.008998303
Dec-16,Winter,10,h,0.018517857,0.130099999,0.124797055,0.006270994
Dec-16,Winter,10,h,0.022621429,0.166035717,0.152452183,0.007660652
Dec-16,Winter,10,h,0.027992857,0.185971427,0.188651749,0.009479663
Dec-16,Winter,10,h,0.039642857,0.245578571,0.267164381,0.013424887
Dec-16,Winter,10,h,0.053946429,0.33806786,0.363560182,0.018268732
Jan-17,Winter,11,h,0.247825602,1.47532952,1.504306145,0.075484263
Jan-17,Winter,11,h,0.337453596,2.11048284,2.048349783,0.102783714
Jan-17,Winter,11,h,0.655052962,3.942032104,3.97618401,0.199520103
Jan-17,Winter,11,h,0.076024448,0.500856053,0.461469854,0.023155999
Jan-17,Winter,11,d,0.014307692,0.095030767,0.094695937,0.003773911
Jan-17,Winter,11,d,0.0563,0.367399999,0.372623428,0.014850137
Jan-17,Winter,11,d,0.072553846,0.491415384,0.48020005,0.019137382
Jan-17,Winter,11,d,0.067569231,0.416523079,0.447209209,0.0178226
Jan-17,Winter,11,d,0.031676923,0.217999999,0.209654772,0.008355358
Jan-17,Winter,11,d,0.040644,0.287495999,0.26900367,0.010720586
Jan-17,Winter,11,d,0.056,0.37792,0.370637868,0.014771007
Jan-17,Winter,11,d,0,0,0,0
Jan-17,Winter,11,d,0.008616,0.054088,0.057025283,0.002272625
Jan-17,Winter,11,d,0.037056,0.232752,0.245256372,0.009774186
Jan-17,Winter,11,o,0.170002388,1.280330485,1.388363663,0.043720443
Jan-17,Winter,11,o,0.104157726,0.808585116,0.850628063,0.026786812
Jan-17,Winter,11,o,0.518127629,4.499081662,4.231408638,0.133249715
Jan-17,Winter,11,o,0.114442852,0.9516552,0.934623914,0.029431894
Jan-17,Winter,11,o,0.115706336,1.009411756,0.944942447,0.029756831
Jan-17,Winter,11,h,0.138120863,0.746677346,0.838396281,0.042069711
Jan-17,Winter,11,h,0.255950225,1.499624379,1.553622762,0.077958911
Jan-17,Winter,11,h,0.009694264,0.056967417,0.058844368,0.002952739
Jan-17,Winter,11,h,0.081654829,0.55817176,0.495646374,0.024870935
Jan-17,Winter,11,o,0.164657214,1.299919408,1.344711069,0.042345796
Jan-17,Winter,11,o,0.499948875,4.274139203,4.082947656,0.128574585
Jan-17,Winter,11,o,0.310882161,2.477871244,2.538890783,0.079951265
Jan-17,Winter,11,o,0.216480763,1.753027983,1.76794002,0.055673541
Jan-17,Winter,11,o,0.12856413,1.06916406,1.049948584,0.03306354
Feb-17,Winter,12,o,0,0,0,0
Feb-17,Winter,12,o,0,0,0,0
Feb-17,Winter,12,h,0.192,1.143343751,1.242950456,0.058480554
Feb-17,Winter,12,h,0.02694375,0.18893125,0.174425762,0.008206695
Feb-17,Winter,12,h,0.03976875,0.2391125,0.257450968,0.012113013
Feb-17,Winter,12,h,0.073875,0.445218751,0.478244609,0.022501307
Feb-17,Winter,12,h,0,0,0,0
Feb-17,Winter,12,d,0.0596625,0.438112502,0.404761841,0.015737057
Feb-17,Winter,12,d,0.11300625,0.756918752,0.766656071,0.029807431
Feb-17,Winter,12,d,0,0,0,0
Feb-17,Winter,12,d,0.031525,0.208568751,0.213871645,0.008315286
Feb-17,Winter,12,d,0,0,0,0
Feb-17,Winter,12,o,0,0,0,0
Feb-17,Winter,12,o,0,0,0,0
Feb-17,Winter,12,o,0,0,0,0
Feb-17,Winter,12,o,0,0,0,0
Feb-17,Winter,12,o,0,0,0,0
Feb-17,Winter,12,h,0.014115625,0.09970625,0.091380326,0.004299425
Feb-17,Winter,12,h,0.03845,0.25126875,0.248913776,0.01171134
Feb-17,Winter,12,h,0.139028125,0.935451565,0.900026413,0.042346051
Feb-17,Winter,12,h,0,0,0,0
Feb-17,Winter,12,h,0.0128625,0.08374375,0.08326797,0.00391774
Feb-17,Winter,12,d,0,0,0,0
Feb-17,Winter,12,d,0,0,0,0
Feb-17,Winter,12,d,0,0,0,0
Feb-17,Winter,12,d,0.13213125,0.7860375,0.896403738,0.034851993
Feb-17,Winter,12,d,0.0173625,0.126225,0.11779053,0.004579672
Mar-17,Spring,13,d,0,0,0,0
Mar-17,Spring,13,d,0.005658333,0.037049998,0.038978794,0.001470685
Mar-17,Spring,13,d,0,0,0,0
Mar-17,Spring,13,d,0,0,0,0
Mar-17,Spring,13,d,0,0,0,0
Mar-17,Spring,13,d,0.02165,0.13786,0.149141258,0.005627157
Mar-17,Spring,13,d,0.029213793,0.19777931,0.201246274,0.0075931
Mar-17,Spring,13,d,0,0,0,0
Mar-17,Spring,13,d,0,0,0,0
Mar-17,Spring,13,h,1.422,10.05083329,10.05083329,0.453090865
Mar-17,Spring,13,h,0.86481102,7.039561694,6.112567785,0.27555413
Mar-17,Spring,13,h,0.980689655,6.931609165,6.931609165,0.312476458
Mar-17,Spring,13,h,0.319085729,1.992897131,2.25532874,0.101670062
Mar-17,Spring,13,h,1.438344828,10.16636011,10.16636011,0.458298806
Mar-17,Spring,13,h,0.751862069,5.314233694,5.314233694,0.239565285
Mar-17,Spring,13,h,0.686482759,4.852126419,4.852126419,0.218733521
Mar-17,Spring,13,h,1.307586207,9.242145556,9.242145556,0.416635278
